Department,Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
Somersworth Police Dept,11205,3944.7,580.1,3114.7,249.9,80.3,17.8,0,44.6,17.8,New Hampshire,442,65,349,28,9,2,0,5,2,1991
Somersworth Police Dept,11265,3684,612.5,2885,186.4,106.5,35.5,0,26.6,44.4,New Hampshire,415,69,325,21,12,4,0,3,5,1992
Somersworth Police Dept,11233,3035.7,587.6,2341.3,106.8,80.1,35.6,0,35.6,8.9,New Hampshire,341,66,263,12,9,4,0,4,1,1993
Somersworth Police Dept,11352,3118.4,493.3,2554.6,70.5,79.3,26.4,0,26.4,26.4,New Hampshire,354,56,290,8,9,3,0,3,3,1994
Somersworth Police Dept,11882,3778.8,538.6,3139.2,101,75.7,8.4,0,50.5,16.8,New Hampshire,449,64,373,12,9,1,0,6,2,1995
Somersworth Police Dept,12026,5313.5,715.1,4307.3,291,91.5,33.3,0,41.6,16.6,New Hampshire,639,86,518,35,11,4,0,5,2,1996
Somersworth Police Dept,11723,3923.9,383.9,3292.7,247.4,162.1,102.4,8.5,0,51.2,New Hampshire,460,45,386,29,19,12,1,0,6,1998
Somersworth Police Dept,11681,4468.8,530.8,3698.3,239.7,59.9,42.8,8.6,8.6,0,New Hampshire,522,62,432,28,7,5,1,1,0,1999
Somersworth Police Dept,11477,4800.9,514.1,3990.6,296.2,139.4,61,0,26.1,52.3,New Hampshire,551,59,458,34,16,7,0,3,6,2000
Somersworth Police Dept,11694,3848.1,384.8,2975.9,487.4,136.8,68.4,0,25.7,42.8,New Hampshire,450,45,348,57,16,8,0,3,5,2001
Somersworth Police Dept,11842,4374.3,472.9,3546.7,354.7,177.3,160.4,0,0,16.9,New Hampshire,518,56,420,42,21,19,0,0,2,2002
Somersworth Police Dept,11874,4151.9,294.8,3714,143.2,176.9,75.8,0,8.4,92.6,New Hampshire,493,35,441,17,21,9,0,1,11,2003
Somersworth Police Dept,11894,0,0,0,0,0,0,0,0,0,New Hampshire,0,0,0,0,0,0,0,0,0,2004
Somersworth Police Dept,11764,0,0,0,0,0,0,0,0,0,New Hampshire,219,36,170,13,28,13,0,10,5,2006
Somersworth Police Dept,11815,2242.9,660.2,1523.5,59.2,186.2,93.1,0,42.3,50.8,New Hampshire,265,78,180,7,22,11,0,5,6,2007
Somersworth Police Dept,11905,2889.5,672,2167.2,50.4,294,176.4,0,92.4,25.2,New Hampshire,344,80,258,6,35,21,0,11,3,2008
Somersworth Police Dept,12020,3053.2,440.9,2520.8,91.5,307.8,224.6,8.3,16.6,58.2,New Hampshire,367,53,303,11,37,27,1,2,7,2009
Somersworth Police Dept,11766,4640.5,518.4,4079.6,42.5,425,280.5,0,42.5,102,New Hampshire,546,61,480,5,50,33,0,5,12,2010
Somersworth Police Dept,11781,4405.4,339.5,3955.5,110.3,348,212.2,0,76.4,59.4,New Hampshire,519,40,466,13,41,25,0,9,7,2011
Somersworth Police Dept,11862,4830.6,522.7,4223.6,84.3,446.8,244.5,0,101.2,101.2,New Hampshire,573,62,501,10,53,29,0,12,12,2012
Windham Police Dept,6238,2436.7,1202.3,1074.1,160.3,96.2,16,0,0,80.2,New Hampshire,152,75,67,10,6,1,0,0,5,1984
Windham Police Dept,6373,2793,1067,1490.7,235.4,15.7,0,0,15.7,0,New Hampshire,178,68,95,15,1,0,0,1,0,1985
Windham Police Dept,6897,3305.8,1029.4,1870.4,406,116,87,0,0,29,New Hampshire,228,71,129,28,8,6,0,0,2,1986
Windham Police Dept,7710,2957.2,856,1725,376.1,90.8,38.9,0,25.9,25.9,New Hampshire,228,66,133,29,7,3,0,2,2,1987
Windham Police Dept,8005,3035.6,1124.3,1536.5,374.8,12.5,0,0,12.5,0,New Hampshire,243,90,123,30,1,0,0,1,0,1988
Windham Police Dept,8467,2917.2,980.3,1629.9,307.1,59.1,23.6,11.8,11.8,11.8,New Hampshire,247,83,138,26,5,2,1,1,1,1989
Windham Police Dept,9000,2522.2,888.9,1400,233.3,22.2,11.1,0,0,11.1,New Hampshire,227,80,126,21,2,1,0,0,1,1990
Windham Police Dept,8965,2699.4,1182.4,1182.4,334.6,78.1,44.6,0,0,33.5,New Hampshire,242,106,106,30,7,4,0,0,3,1991
Windham Police Dept,9013,2529.7,1109.5,1153.9,266.3,33.3,11.1,0,22.2,0,New Hampshire,228,100,104,24,3,1,0,2,0,1992
Windham Police Dept,9093,1605.6,648.9,725.8,230.9,55,11,0,22,22,New Hampshire,146,59,66,21,5,1,0,2,2,1993
Windham Police Dept,9190,1904.2,413.5,1207.8,282.9,21.8,0,0,10.9,10.9,New Hampshire,175,38,111,26,2,0,0,1,1,1994
Windham Police Dept,9278,1789.2,689.8,819.1,280.2,21.6,0,0,0,21.6,New Hampshire,166,64,76,26,2,0,0,0,2,1995
Windham Police Dept,9391,1512.1,383.3,883.8,244.9,42.6,31.9,0,10.6,0,New Hampshire,142,36,83,23,4,3,0,1,0,1996
Windham Police Dept,10709,1438,317.5,905.8,214.8,37.4,9.3,0,9.3,18.7,New Hampshire,154,34,97,23,4,1,0,1,2,2000
Windham Police Dept,10912,1310.5,375.7,861.4,73.3,36.7,36.7,0,0,0,New Hampshire,143,41,94,8,4,4,0,0,0,2001
Windham Police Dept,11049,1366.6,307.7,932.2,126.7,81.5,45.3,0,9.1,27.2,New Hampshire,151,34,103,14,9,5,0,1,3,2002
Windham Police Dept,11969,1671,559.8,960.8,150.4,75.2,66.8,0,8.4,0,New Hampshire,200,67,115,18,9,8,0,1,0,2003
Windham Police Dept,12317,1404.6,357.2,949.9,97.4,105.5,48.7,0,40.6,16.2,New Hampshire,173,44,117,12,13,6,0,5,2,2004
Windham Police Dept,12552,1187.1,183.2,932.1,71.7,47.8,15.9,0,15.9,15.9,New Hampshire,149,23,117,9,6,2,0,2,2,2005
Windham Police Dept,12769,1166.9,219.3,845.8,101.8,78.3,78.3,0,0,0,New Hampshire,149,28,108,13,10,10,0,0,0,2006
Windham Police Dept,13283,1076.6,308.7,700.1,67.8,105.4,37.6,0,60.2,7.5,New Hampshire,143,41,93,9,14,5,0,8,1,2007
Windham Police Dept,13457,1352.5,431,869.4,52,96.6,52,0,7.4,37.2,New Hampshire,182,58,117,7,13,7,0,1,5,2008
Windham Police Dept,13528,938.8,236.5,657.9,44.4,118.3,37,0,59.1,22.2,New Hampshire,127,32,89,6,16,5,0,8,3,2009
Windham Police Dept,13592,1258.1,286.9,912.3,58.9,36.8,22.1,0,14.7,0,New Hampshire,171,39,124,8,5,3,0,2,0,2010
Windham Police Dept,13610,1102.1,227.8,845,29.4,95.5,22,0,73.5,0,New Hampshire,150,31,115,4,13,3,0,10,0,2011
Windham Police Dept,13664,1031.9,204.9,790.4,36.6,109.8,51.2,0,51.2,7.3,New Hampshire,141,28,108,5,15,7,0,7,1,2012
Woodbridge Police Dept,97203,3296.2,545.3,2355.9,395,350.8,263.4,1,8.2,78.2,New Jersey,3204,530,2290,384,341,256,1,8,76,2000
Woodbridge Police Dept,98013,3164.9,519.3,2172.2,473.4,328.5,256.1,0,9.2,63.3,New Jersey,3102,509,2129,464,322,251,0,9,62,2001
Woodbridge Police Dept,99236,3210.5,541.1,2146.4,523,297.3,213.6,3,8.1,72.6,New Jersey,3186,537,2130,519,295,212,3,8,72,2002
Woodbridge Police Dept,100982,3243.2,636.7,2237,369.4,344.6,252.5,4,16.8,71.3,New Jersey,3275,643,2259,373,348,255,4,17,72,2003
Woodbridge Police Dept,101572,2812.8,497.2,2044.9,270.7,313.1,242.2,3.9,9.8,57.1,New Jersey,2857,505,2077,275,318,246,4,10,58,2004
Woodbridge Police Dept,100998,2781.2,343.6,2146.6,291.1,300,201,2,16.8,80.2,New Jersey,2809,347,2168,294,303,203,2,17,81,2005
Woodbridge Police Dept,100655,2785.8,412.3,2099.2,274.2,258.3,161.9,0,16.9,79.5,New Jersey,2804,415,2113,276,260,163,0,17,80,2006
Woodbridge Police Dept,98769,2914.9,444.5,2207.2,263.2,236.9,121.5,1,14.2,100.2,New Jersey,2879,439,2180,260,234,120,1,14,99,2007
Woodbridge Police Dept,98154,2763,455.4,2144.6,163,195.6,86.6,1,12.2,95.8,New Jersey,2712,447,2105,160,192,85,1,12,94,2008
Woodbridge Police Dept,98013,2425.2,283.6,1957.9,183.6,141.8,71.4,1,7.1,62.2,New Jersey,2377,278,1919,180,139,70,1,7,61,2009
Woodbridge Police Dept,99585,2305.6,268.1,1911.9,125.5,167.7,90.4,1,9,67.3,New Jersey,2296,267,1904,125,167,90,1,9,67,2010
Woodbridge Police Dept,99915,2540.2,371.3,2031.7,137.1,127.1,66.1,1,8,52,New Jersey,2538,371,2030,137,127,66,1,8,52,2011
Woodbridge Police Dept,100612,1955,335.9,1504.8,114.3,121.3,63.6,0,3,54.7,New Jersey,1967,338,1514,115,122,64,0,3,55,2012
Woodbury Police Dept,10470,4479.5,1241.6,2817.6,420.2,343.8,238.8,0,0,105.1,New Jersey,469,130,295,44,36,25,0,0,11,1984
Woodbury Police Dept,10558,5105.1,1363.9,3381.3,359.9,303.1,104.2,9.5,18.9,170.5,New Jersey,539,144,357,38,32,11,1,2,18,1985
Woodbury Police Dept,10496,4916.2,952.7,3410.8,552.6,333.5,247.7,0,0,85.7,New Jersey,516,100,358,58,35,26,0,0,9,1986
Woodbury Police Dept,10481,5467,1097.2,3845.1,524.8,343.5,181.3,0,9.5,152.7,New Jersey,573,115,403,55,36,19,0,1,16,1987
Woodbury Police Dept,10548,4977.2,1289.3,3052.7,635.2,426.6,322.3,0,9.5,94.8,New Jersey,525,136,322,67,45,34,0,1,10,1988
Woodbury Police Dept,10380,5770.7,1281.3,3786.1,703.3,481.7,269.7,0,19.3,192.7,New Jersey,599,133,393,73,50,28,0,2,20,1989
Woodbury Police Dept,10904,5126.6,953.8,3750.9,421.9,302.6,238.4,0,0,64.2,New Jersey,559,104,409,46,33,26,0,0,7,1990
Woodbury Police Dept,10946,5125.2,1242.5,3480.7,402,575.6,319.8,0,45.7,210.1,New Jersey,561,136,381,44,63,35,0,5,23,1991
Woodbury Police Dept,10986,5680,1074.1,4260,345.9,482.4,136.5,0,27.3,318.6,New Jersey,624,118,468,38,53,15,0,3,35,1992
Woodbury Police Dept,11056,5246,1139.7,3789.8,316.6,497.5,244.2,0,18.1,235.2,New Jersey,580,126,419,35,55,27,0,2,26,1993
Woodbury Police Dept,11091,6167.2,1235.2,4436,495.9,658.2,333.6,0,36.1,288.5,New Jersey,684,137,492,55,73,37,0,4,32,1994
Woodbury Police Dept,10626,6841.7,1581,4583.1,677.6,470.5,244.7,0,75.3,150.6,New Jersey,727,168,487,72,50,26,0,8,16,1995
Woodbury Police Dept,10683,7039.2,1113.9,5579,346.3,674,355.7,0,18.7,299.5,New Jersey,752,119,596,37,72,38,0,2,32,1996
Woodbury Police Dept,10769,6555.9,1049.3,4893.7,612.9,538.6,325,9.3,9.3,195,New Jersey,706,113,527,66,58,35,1,1,21,1997
Woodbury Police Dept,10774,4715.1,798.2,3554.9,362,269.2,185.6,0,0,83.5,New Jersey,508,86,383,39,29,20,0,0,9,1998
Woodbury Police Dept,10557,4897.2,672.5,4006.8,217.9,464.1,217.9,9.5,9.5,227.3,New Jersey,517,71,423,23,49,23,1,1,24,1999
Woodbury Police Dept,10307,4909.3,776.2,3890.6,242.6,378.4,291.1,9.7,0,77.6,New Jersey,506,80,401,25,39,30,1,0,8,2000
Woodbury Police Dept,10393,5580.7,721.6,4474.2,384.9,423.4,279,0,0,144.3,New Jersey,580,75,465,40,44,29,0,0,15,2001
Woodbury Police Dept,10523,4694.5,636.7,3744.2,313.6,494.2,209.1,0,0,285.1,New Jersey,494,67,394,33,52,22,0,0,30,2002
Woodbury Police Dept,10497,4620.4,733.5,3562.9,323.9,466.8,238.2,9.5,47.6,171.5,New Jersey,485,77,374,34,49,25,1,5,18,2003
Woodbury Police Dept,10512,4623.3,646.9,3767.1,209.3,494.7,256.8,9.5,47.6,180.7,New Jersey,486,68,396,22,52,27,1,5,19,2004
Woodbury Police Dept,10460,5305.9,717,4302.1,286.8,401.5,219.9,0,66.9,114.7,New Jersey,555,75,450,30,42,23,0,7,12,2005
Woodbury Police Dept,10443,6281.7,957.6,5103.9,220.2,526.7,249,0,47.9,229.8,New Jersey,656,100,533,23,55,26,0,5,24,2006
Woodbury Police Dept,10364,4901.6,656.1,3782.3,463.1,434.2,270.2,0,19.3,144.7,New Jersey,508,68,392,48,45,28,0,2,15,2007
Woodbury Police Dept,10433,4514.5,929.7,3373.9,210.9,479.2,239.6,0,19.2,220.5,New Jersey,471,97,352,22,50,25,0,2,23,2008
Woodbury Police Dept,10467,4824.7,926.7,3783.3,114.6,496.8,305.7,0,9.6,181.5,New Jersey,505,97,396,12,52,32,0,1,19,2009
Woodbury Police Dept,10174,4668.8,943.6,3538.4,186.8,412.8,216.2,0,19.7,176.9,New Jersey,475,96,360,19,42,22,0,2,18,2010
Woodbury Police Dept,10208,4143.8,754.3,3252.4,137.1,284.1,117.6,0,9.8,156.7,New Jersey,423,77,332,14,29,12,0,1,16,2011
Woodbury Police Dept,10251,5462.9,956,4272.8,234.1,419.5,204.9,19.5,19.5,175.6,New Jersey,560,98,438,24,43,21,2,2,18,2012
Woolwich Twp Police Dept,1173,5711.8,1705,3751.1,255.8,85.3,85.3,0,0,0,New Jersey,67,20,44,3,1,1,0,0,0,1984
Woolwich Twp Police Dept,1183,1606.1,760.8,760.8,84.5,338.1,0,169.1,0,169.1,New Jersey,19,9,9,1,4,0,2,0,2,1985
Woolwich Twp Police Dept,1228,2443,732.9,1384.4,325.7,81.4,0,0,0,81.4,New Jersey,30,9,17,4,1,0,0,0,1,1986
Woolwich Twp Police Dept,1238,2988.7,1534.7,1211.6,242.3,161.6,80.8,0,0,80.8,New Jersey,37,19,15,3,2,1,0,0,1,1987
Woolwich Twp Police Dept,1246,2648.5,1043.3,1444.6,160.5,80.3,0,0,0,80.3,New Jersey,33,13,18,2,1,0,0,0,1,1988
Woolwich Twp Police Dept,1333,3976,1350.3,1950.5,675.2,225.1,225.1,0,0,0,New Jersey,53,18,26,9,3,3,0,0,0,1989
Woolwich Twp Police Dept,1459,3906.8,1096.6,2330.4,479.8,548.3,479.8,0,0,68.5,New Jersey,57,16,34,7,8,7,0,0,1,1990
Woolwich Twp Police Dept,1464,3278.7,819.7,1980.9,478.1,273.2,273.2,0,0,0,New Jersey,48,12,29,7,4,4,0,0,0,1991
Woolwich Twp Police Dept,1469,2178.4,340.4,1633.8,204.2,0,0,0,0,0,New Jersey,32,5,24,3,0,0,0,0,0,1992
Woolwich Twp Police Dept,1516,2704.5,329.8,2176.8,197.9,66,66,0,0,0,New Jersey,41,5,33,3,1,1,0,0,0,1993
Woolwich Twp Police Dept,1520,2697.4,986.8,1381.6,328.9,131.6,131.6,0,0,0,New Jersey,41,15,21,5,2,2,0,0,0,1994
Woolwich Twp Police Dept,1527,2750.5,785.9,1833.7,131,392.9,262,65.5,65.5,0,New Jersey,42,12,28,2,6,4,1,1,0,1995
Woolwich Twp Police Dept,1535,2931.6,846.9,1628.7,456,195.4,195.4,0,0,0,New Jersey,45,13,25,7,3,3,0,0,0,1996
Woolwich Twp Police Dept,1547,2068.5,969.6,1034.3,64.6,323.2,258.6,0,0,64.6,New Jersey,32,15,16,1,5,4,0,0,1,1997
Woolwich Twp Police Dept,1921,1301.4,520.6,624.7,156.2,0,0,0,0,0,New Jersey,25,10,12,3,0,0,0,0,0,1998
Woolwich Twp Police Dept,2171,1427.9,184.2,1197.6,46.1,230.3,138.2,0,0,92.1,New Jersey,31,4,26,1,5,3,0,0,2,1999
Woolwich Twp Police Dept,3032,1945.9,461.7,1352.2,131.9,98.9,98.9,0,0,0,New Jersey,59,14,41,4,3,3,0,0,0,2000
Woolwich Twp Police Dept,3057,2747.8,719.7,1962.7,65.4,196.3,130.8,0,0,65.4,New Jersey,84,22,60,2,6,4,0,0,2,2001
Woolwich Twp Police Dept,3096,2777.8,484.5,2228.7,64.6,290.7,226.1,0,32.3,32.3,New Jersey,86,15,69,2,9,7,0,1,1,2002
Woolwich Twp Police Dept,4574,2623.5,590.3,1902.1,131.2,87.5,87.5,0,0,0,New Jersey,120,27,87,6,4,4,0,0,0,2003
Woolwich Twp Police Dept,5564,2390.4,808.8,1473.8,107.8,89.9,71.9,0,0,18,New Jersey,133,45,82,6,5,4,0,0,1,2004
Woolwich Twp Police Dept,6128,1664.5,505.9,1060.7,97.9,114.2,81.6,0,0,32.6,New Jersey,102,31,65,6,7,5,0,0,2,2005
Woolwich Twp Police Dept,7569,1043.7,105.7,911.6,26.4,52.8,39.6,0,0,13.2,New Jersey,79,8,69,2,4,3,0,0,1,2006
Woolwich Twp Police Dept,8574,536.5,128.3,396.5,11.7,81.6,58.3,0,0,23.3,New Jersey,46,11,34,1,7,5,0,0,2,2007
Woolwich Twp Police Dept,10144,926.7,177.4,729.5,19.7,39.4,39.4,0,0,0,New Jersey,94,18,74,2,4,4,0,0,0,2008
Woolwich Twp Police Dept,12624,784.2,182.2,602,0,39.6,23.8,0,0,15.8,New Jersey,99,23,76,0,5,3,0,0,2,2009
Woolwich Twp Police Dept,10200,774.5,137.3,617.6,19.6,39.2,19.6,0,0,19.6,New Jersey,79,14,63,2,4,2,0,0,2,2010
Woolwich Twp Police Dept,10234,928.3,312.7,576.5,39.1,68.4,48.9,0,9.8,9.8,New Jersey,95,32,59,4,7,5,0,1,1,2011
Woolwich Twp Police Dept,10278,661.6,262.7,389.2,9.7,9.7,9.7,0,0,0,New Jersey,68,27,40,1,1,1,0,0,0,2012
Wyckoff Police Dept,15846,1697.6,315.5,1318.9,63.1,25.2,25.2,0,0,0,New Jersey,269,50,209,10,4,4,0,0,0,1984
Wyckoff Police Dept,15784,1450.8,278.8,1102.4,69.7,31.7,19,0,6.3,6.3,New Jersey,229,44,174,11,5,3,0,1,1,1985
Wyckoff Police Dept,15997,1369,331.3,1006.4,31.3,18.8,18.8,0,0,0,New Jersey,219,53,161,5,3,3,0,0,0,1986
Wyckoff Police Dept,15676,1728.8,248.8,1403.4,76.6,63.8,57.4,0,6.4,0,New Jersey,271,39,220,12,10,9,0,1,0,1987
Wyckoff Police Dept,15545,1473.1,405.3,1003.5,64.3,51.5,51.5,0,0,0,New Jersey,229,63,156,10,8,8,0,0,0,1988
Wyckoff Police Dept,15540,1254.8,296,913.8,45,38.6,38.6,0,0,0,New Jersey,195,46,142,7,6,6,0,0,0,1989
Wyckoff Police Dept,15372,1515.7,351.3,1079.9,84.6,6.5,0,0,6.5,0,New Jersey,233,54,166,13,1,0,0,1,0,1990
Wyckoff Police Dept,15431,1328.5,239.8,1049.8,38.9,45.4,38.9,0,0,6.5,New Jersey,205,37,162,6,7,6,0,0,1,1991
Wyckoff Police Dept,15488,1723.9,613.4,1084.7,25.8,45.2,45.2,0,0,0,New Jersey,267,95,168,4,7,7,0,0,0,1992
Wyckoff Police Dept,15917,1030.3,364.4,653.4,12.6,44,18.8,0,6.3,18.8,New Jersey,164,58,104,2,7,3,0,1,3,1993
Wyckoff Police Dept,15967,952,231.7,707.7,12.5,31.3,31.3,0,0,0,New Jersey,152,37,113,2,5,5,0,0,0,1994
Wyckoff Police Dept,16049,859.9,143.3,704.1,12.5,24.9,12.5,0,12.5,0,New Jersey,138,23,113,2,4,2,0,2,0,1995
Wyckoff Police Dept,16135,824.3,130.2,657,37.2,12.4,12.4,0,0,0,New Jersey,133,21,106,6,2,2,0,0,0,1996
Wyckoff Police Dept,16266,879.1,153.7,719.3,6.1,30.7,24.6,0,6.1,0,New Jersey,143,25,117,1,5,4,0,1,0,1997
Wyckoff Police Dept,16302,705.4,92,582.8,30.7,12.3,6.1,0,0,6.1,New Jersey,115,15,95,5,2,1,0,0,1,1998
Wyckoff Police Dept,16474,728.4,163.9,522,42.5,24.3,18.2,0,6.1,0,New Jersey,120,27,86,7,4,3,0,1,0,1999
Wyckoff Police Dept,16508,708.7,157.5,533.1,18.2,54.5,48.5,0,6.1,0,New Jersey,117,26,88,3,9,8,0,1,0,2000
Wyckoff Police Dept,16645,666.9,132.2,534.7,0,48.1,42.1,0,0,6,New Jersey,111,22,89,0,8,7,0,0,1,2001
Wyckoff Police Dept,16853,741.7,100.9,629,11.9,29.7,17.8,0,11.9,0,New Jersey,125,17,106,2,5,3,0,2,0,2002
Wyckoff Police Dept,16956,731.3,100.3,625.1,5.9,64.9,64.9,0,0,0,New Jersey,124,17,106,1,11,11,0,0,0,2003
Wyckoff Police Dept,17102,719.2,105.3,608.1,5.8,40.9,35.1,0,5.8,0,New Jersey,123,18,104,1,7,6,0,1,0,2004
Wyckoff Police Dept,17244,562.5,69.6,481.3,11.6,63.8,52.2,0,0,11.6,New Jersey,97,12,83,2,11,9,0,0,2,2005
Wyckoff Police Dept,17219,644.6,104.5,534.3,5.8,23.2,17.4,0,0,5.8,New Jersey,111,18,92,1,4,3,0,0,1,2006
Wyckoff Police Dept,17091,661.2,117,538.3,5.9,76.1,70.2,0,0,5.9,New Jersey,113,20,92,1,13,12,0,0,1,2007
Wyckoff Police Dept,16964,701.5,135.6,554.1,11.8,64.8,58.9,0,0,5.9,New Jersey,119,23,94,2,11,10,0,0,1,2008
Wyckoff Police Dept,16938,596.3,159.4,431,5.9,59,53.1,0,0,5.9,New Jersey,101,27,73,1,10,9,0,0,1,2009
Wyckoff Police Dept,16696,563,113.8,437.2,12,53.9,53.9,0,0,0,New Jersey,94,19,73,2,9,9,0,0,0,2010
Wyckoff Police Dept,16752,740.2,280.6,447.7,11.9,23.9,17.9,0,0,6,New Jersey,124,47,75,2,4,3,0,0,1,2011
Wyckoff Police Dept,16885,799.5,171.8,592.2,35.5,35.5,17.8,0,0,17.8,New Jersey,135,29,100,6,6,3,0,0,3,2012
Santa Fe Police Dept,54082,0,0,0,0,0,0,0,0,0,New Mexico,4350,1443,2650,257,440,348,2,20,70,1985
Santa Fe Police Dept,68385,0,0,0,0,0,0,0,0,0,New Mexico,2140,865,1136,139,190,112,2,14,62,1998
Santa Fe Police Dept,67993,0,0,0,0,0,0,0,0,0,New Mexico,3971,1416,2368,187,342,208,5,51,78,1999
Santa Fe Police Dept,62203,7252.1,3015.9,3861.6,374.6,649.5,416.4,9.6,69.1,154.3,New Mexico,4511,1876,2402,233,404,259,6,43,96,2000
Santa Fe Police Dept,62548,6887.5,2813.8,3728.3,345.3,642.7,402.9,9.6,57.6,172.7,New Mexico,4308,1760,2332,216,402,252,6,36,108,2001
Santa Fe Police Dept,63435,7130.1,3245.8,3548.5,335.8,640,425.6,12.6,59.9,141.9,New Mexico,4523,2059,2251,213,406,270,8,38,90,2002
Santa Fe Police Dept,65814,7097.3,3496.2,3247,354,588,355.5,13.7,60.8,158,New Mexico,4671,2301,2137,233,387,234,9,40,104,2003
Santa Fe Police Dept,67493,6399.2,2905.5,3158.8,334.8,520.1,352.6,4.4,56.3,106.7,New Mexico,4319,1961,2132,226,351,238,3,38,72,2004
Santa Fe Police Dept,68938,5834.2,2664.7,2869.2,300.3,549.8,377.2,7.3,63.8,101.5,New Mexico,4022,1837,1978,207,379,260,5,44,70,2005
Santa Fe Police Dept,71591,5935.1,3085.6,2547.8,301.7,585.3,368.8,12.6,58.7,145.3,New Mexico,4249,2209,1824,216,419,264,9,42,104,2006
Santa Fe Police Dept,73477,6044.1,3210.5,2475.6,357.9,544.4,337.5,25.9,42.2,138.8,New Mexico,4441,2359,1819,263,400,248,19,31,102,2007
Santa Fe Police Dept,74496,4895.6,2386.7,2248.4,260.4,444.3,289.9,13.4,38.9,102,New Mexico,3647,1778,1675,194,331,216,10,29,76,2008
Santa Fe Police Dept,72845,5865.9,3043.4,2545.1,277.3,424.2,264.9,17.8,20.6,120.8,New Mexico,4273,2217,1854,202,309,193,13,15,88,2009
Santa Fe Police Dept,67947,6400.6,3520.4,2621.2,259,540.1,351.7,11.8,57.4,119.2,New Mexico,4349,2392,1781,176,367,239,8,39,81,2010
Santa Fe Police Dept,68707,5456.5,2828,2385.5,243.1,443.9,301.3,2.9,27.7,112.1,New Mexico,3749,1943,1639,167,305,207,2,19,77,2011
Santa Fe Police Dept,68751,5668.3,2773.8,2641.4,253.1,481.4,298.2,2.9,21.8,158.5,New Mexico,3897,1907,1816,174,331,205,2,15,109,2012
Silver City Police Dept,11262,5025.8,1092.2,3756,177.6,372.9,275.3,0,53.3,44.4,New Mexico,566,123,423,20,42,31,0,6,5,1984
Silver City Police Dept,11470,5754.1,1168.3,4394.1,191.8,462.1,374.9,0,34.9,52.3,New Mexico,660,134,504,22,53,43,0,4,6,1985
Silver City Police Dept,11442,6913.1,1013.8,5628.4,270.9,638,611.8,0,8.7,17.5,New Mexico,791,116,644,31,73,70,0,1,2,1986
Silver City Police Dept,11343,7193.9,1719.1,5219.1,255.7,476.1,396.7,0,8.8,70.5,New Mexico,816,195,592,29,54,45,0,1,8,1987
Silver City Police Dept,11300,6115,1354,4415.9,345.1,504.4,424.8,0,44.2,35.4,New Mexico,691,153,499,39,57,48,0,5,4,1988
Silver City Police Dept,11428,6449.1,1146.3,5057.8,245,516.3,402.5,17.5,70,26.3,New Mexico,737,131,578,28,59,46,2,8,3,1989
Silver City Police Dept,10683,6880.1,1404.1,5213.9,262.1,861.2,730.1,0,93.6,37.4,New Mexico,735,150,557,28,92,78,0,10,4,1990
Silver City Police Dept,10915,6953.7,1319.3,5423.7,210.7,604.7,540.5,9.2,45.8,9.2,New Mexico,759,144,592,23,66,59,1,5,1,1991
Silver City Police Dept,11147,7490.8,1740.4,5526.2,224.3,556.2,421.6,17.9,26.9,89.7,New Mexico,835,194,616,25,62,47,2,3,10,1992
Silver City Police Dept,11453,6312.8,1170,4968.1,174.6,611.2,506.4,0,61.1,43.7,New Mexico,723,134,569,20,70,58,0,7,5,1993
Silver City Police Dept,11722,5809.6,1219.9,4376.4,213.3,503.3,443.6,0,25.6,34.1,New Mexico,681,143,513,25,59,52,0,3,4,1994
Silver City Police Dept,11723,6832.7,1433.1,5160.8,238.8,571.5,494.8,17.1,8.5,51.2,New Mexico,801,168,605,28,67,58,2,1,6,1995
Silver City Police Dept,11917,5613.8,1737,3767.7,109.1,184.6,117.5,16.8,16.8,33.6,New Mexico,669,207,449,13,22,14,2,2,4,1996
Silver City Police Dept,12035,4761.1,963.9,3631.1,166.2,191.1,99.7,8.3,24.9,58.2,New Mexico,573,116,437,20,23,12,1,3,7,1997
Silver City Police Dept,12307,4842.8,1129.4,3583.3,130,170.6,73.1,8.1,40.6,48.8,New Mexico,596,139,441,16,21,9,1,5,6,1998
Silver City Police Dept,12084,4477,1117.2,3219.1,140.7,198.6,99.3,24.8,16.6,57.9,New Mexico,541,135,389,17,24,12,3,2,7,1999
Silver City Police Dept,10545,0,0,0,0,0,0,0,0,0,New Mexico,46,21,25,0,2,2,0,0,0,2000
Silver City Police Dept,10604,5969.4,1612.6,4206,150.9,396.1,292.3,9.4,28.3,66,New Mexico,633,171,446,16,42,31,1,3,7,2001
Silver City Police Dept,10754,7578.6,2538.6,4900.5,139.5,353.4,260.4,9.3,18.6,65.1,New Mexico,815,273,527,15,38,28,1,2,7,2002
Silver City Police Dept,10321,6520.7,1627.7,4621.6,271.3,465.1,368.2,9.7,29.1,58.1,New Mexico,673,168,477,28,48,38,1,3,6,2003
